name,founded_at,first_funding_at,last_funding_at
Inbiomotion,1/1/10 12:00 AM,6/28/12 12:00 AM,6/28/12 12:00 AM
ColorModules,1/1/10 12:00 AM,6/27/12 12:00 AM,6/27/12 12:00 AM
CloudByte,1/1/10 12:00 AM,6/26/12 12:00 AM,6/18/13 12:00 AM
Escape Dynamics,1/1/10 12:00 AM,6/25/12 12:00 AM,6/25/12 12:00 AM
ThisLife,1/1/10 12:00 AM,6/22/12 12:00 AM,6/22/12 12:00 AM
Silicone Arts Laboratories,1/1/10 12:00 AM,6/20/12 12:00 AM,3/24/15 12:00 AM
Zomazz,1/1/10 12:00 AM,6/20/12 12:00 AM,6/20/12 12:00 AM
Mycity4kids,1/1/10 12:00 AM,6/19/12 12:00 AM,6/19/12 12:00 AM
VHX,1/1/10 12:00 AM,6/19/12 12:00 AM,4/15/15 12:00 AM
13th Lab,1/1/10 12:00 AM,6/15/12 12:00 AM,6/15/12 12:00 AM
Startupbootcamp,1/1/10 12:00 AM,6/15/12 12:00 AM,2/21/13 12:00 AM
Copilot Labs,1/1/10 12:00 AM,6/14/12 12:00 AM,10/7/13 12:00 AM
Guardity Technologies,1/1/10 12:00 AM,6/14/12 12:00 AM,12/17/13 12:00 AM
Indow Windows,1/1/10 12:00 AM,6/12/12 12:00 AM,9/26/14 12:00 AM
Citizens Rx,1/1/10 12:00 AM,6/8/12 12:00 AM,6/8/12 12:00 AM
Flutter,1/1/10 12:00 AM,6/7/12 12:00 AM,6/7/12 12:00 AM
Ringadoc,1/1/10 12:00 AM,6/7/12 12:00 AM,5/16/13 12:00 AM
Vets First Choice,1/1/10 12:00 AM,6/6/12 12:00 AM,6/17/13 12:00 AM
Adwo Media Holdings,1/1/10 12:00 AM,6/4/12 12:00 AM,7/1/14 12:00 AM
EatStreet,1/1/10 12:00 AM,6/4/12 12:00 AM,12/3/15 12:00 AM
eHealth Systems,1/1/10 12:00 AM,6/4/12 12:00 AM,6/4/12 12:00 AM
Agile Wind Power,1/1/10 12:00 AM,6/1/12 12:00 AM,6/1/12 12:00 AM
Fibroblast,1/1/10 12:00 AM,6/1/12 12:00 AM,10/9/13 12:00 AM
Hapten Sciences,1/1/10 12:00 AM,6/1/12 12:00 AM,9/9/15 12:00 AM
Dataspin,1/1/10 12:00 AM,6/1/12 12:00 AM,6/1/12 12:00 AM
Munetrix,1/1/10 12:00 AM,6/1/12 12:00 AM,6/1/12 12:00 AM
Otometrix Medical Technologies,1/1/10 12:00 AM,6/1/12 12:00 AM,6/1/12 12:00 AM
Pictarine,1/1/10 12:00 AM,6/1/12 12:00 AM,6/1/12 12:00 AM
Reify Health,1/1/10 12:00 AM,6/1/12 12:00 AM,3/1/13 12:00 AM
Seismotech,1/1/10 12:00 AM,6/1/12 12:00 AM,6/1/12 12:00 AM
Shahiya,1/1/10 12:00 AM,6/1/12 12:00 AM,6/1/12 12:00 AM
ThreatGRID,1/1/10 12:00 AM,6/1/12 12:00 AM,6/1/12 12:00 AM
Diffbot,1/1/10 12:00 AM,5/31/12 12:00 AM,6/4/15 12:00 AM
Transatomic Power Corporation,1/1/10 12:00 AM,5/31/12 12:00 AM,2/10/15 12:00 AM
kaleo,1/1/10 12:00 AM,5/29/12 12:00 AM,4/7/14 12:00 AM
Zoe Center For Children,1/1/10 12:00 AM,5/29/12 12:00 AM,5/29/12 12:00 AM
Medical Referral Source,1/1/10 12:00 AM,5/25/12 12:00 AM,5/25/12 12:00 AM
remocean,1/1/10 12:00 AM,5/25/12 12:00 AM,5/25/12 12:00 AM
Xanofi,1/1/10 12:00 AM,5/25/12 12:00 AM,7/12/13 12:00 AM
SuperOx Wastewater Co,1/1/10 12:00 AM,5/24/12 12:00 AM,5/24/12 12:00 AM
Genapsys,1/1/10 12:00 AM,5/18/12 12:00 AM,11/14/13 12:00 AM
Sureline Systems,1/1/10 12:00 AM,5/18/12 12:00 AM,5/13/15 12:00 AM
TruClinic,1/1/10 12:00 AM,5/18/12 12:00 AM,9/17/14 12:00 AM
Harbor MedTech,1/1/10 12:00 AM,5/17/12 12:00 AM,8/11/15 12:00 AM
Syntervention,1/1/10 12:00 AM,5/15/12 12:00 AM,5/15/12 12:00 AM
Topera,1/1/10 12:00 AM,5/15/12 12:00 AM,4/25/13 12:00 AM
Disruptor Beam,1/1/10 12:00 AM,5/10/12 12:00 AM,11/19/14 12:00 AM
Kidblog,1/1/10 12:00 AM,5/10/12 12:00 AM,5/10/12 12:00 AM
Rocky Mountain Dental Institute,1/1/10 12:00 AM,5/9/12 12:00 AM,5/9/12 12:00 AM
Me-Mover,1/1/10 12:00 AM,5/8/12 12:00 AM,5/8/12 12:00 AM
fos4X,1/1/10 12:00 AM,5/7/12 12:00 AM,3/26/15 12:00 AM
LifeDox,1/1/10 12:00 AM,5/7/12 12:00 AM,5/7/12 12:00 AM
Ubi Video,1/1/10 12:00 AM,5/2/12 12:00 AM,5/2/12 12:00 AM
Care Technology Systems,1/1/10 12:00 AM,5/1/12 12:00 AM,7/18/13 12:00 AM
LocoMobi,1/1/10 12:00 AM,5/1/12 12:00 AM,12/1/13 12:00 AM
Menlook,1/1/10 12:00 AM,5/1/12 12:00 AM,11/4/14 12:00 AM
Rezzcard,1/1/10 12:00 AM,5/1/12 12:00 AM,5/1/12 12:00 AM
StreetLight Data,1/1/10 12:00 AM,5/1/12 12:00 AM,4/8/13 12:00 AM
Whole Sale Fund,1/1/10 12:00 AM,5/1/12 12:00 AM,5/1/12 12:00 AM
eTech Money,1/1/10 12:00 AM,4/30/12 12:00 AM,4/30/12 12:00 AM
Airborne Media Group,1/1/10 12:00 AM,4/27/12 12:00 AM,8/2/13 12:00 AM
Boulder Ionics,1/1/10 12:00 AM,4/27/12 12:00 AM,11/19/13 12:00 AM
Kae Capital,1/1/10 12:00 AM,4/26/12 12:00 AM,4/26/12 12:00 AM
Fastlane Ventures,1/1/10 12:00 AM,4/25/12 12:00 AM,12/6/12 12:00 AM
SoCloz,1/1/10 12:00 AM,4/25/12 12:00 AM,4/25/12 12:00 AM
Avenir Medical,1/1/10 12:00 AM,4/24/12 12:00 AM,10/2/13 12:00 AM
RedCritter,1/1/10 12:00 AM,4/18/12 12:00 AM,6/11/13 12:00 AM
eRALOS3,1/1/10 12:00 AM,4/17/12 12:00 AM,4/17/12 12:00 AM
Punchh,1/1/10 12:00 AM,4/17/12 12:00 AM,8/15/13 12:00 AM
Montage Healthcare Solutions,1/1/10 12:00 AM,4/13/12 12:00 AM,4/13/12 12:00 AM
StraighterLine,1/1/10 12:00 AM,4/13/12 12:00 AM,4/13/12 12:00 AM
Tradesparq,1/1/10 12:00 AM,4/12/12 12:00 AM,6/30/14 12:00 AM
Artisan Mobile,1/1/10 12:00 AM,4/11/12 12:00 AM,6/25/13 12:00 AM
GiveCorps,1/1/10 12:00 AM,4/10/12 12:00 AM,12/6/13 12:00 AM
Isotera,1/1/10 12:00 AM,4/10/12 12:00 AM,12/15/14 12:00 AM
DeNovo Sciences,1/1/10 12:00 AM,4/2/12 12:00 AM,9/24/15 12:00 AM
Umbel,1/1/10 12:00 AM,4/2/12 12:00 AM,11/18/15 12:00 AM
Flying Pig Digital,1/1/10 12:00 AM,4/1/12 12:00 AM,4/1/12 12:00 AM
Mobspire,1/1/10 12:00 AM,4/1/12 12:00 AM,4/1/12 12:00 AM
Project Repat,1/1/10 12:00 AM,4/1/12 12:00 AM,4/1/12 12:00 AM
Utah Street Labs,1/1/10 12:00 AM,4/1/12 12:00 AM,4/1/12 12:00 AM
Villgro Innovation Marketing,1/1/10 12:00 AM,4/1/12 12:00 AM,1/21/15 12:00 AM
99dresses,1/1/10 12:00 AM,3/30/12 12:00 AM,6/1/12 12:00 AM
GreenMantra Technologies,1/1/10 12:00 AM,3/30/12 12:00 AM,11/6/14 12:00 AM
Needl,1/1/10 12:00 AM,3/29/12 12:00 AM,3/29/12 12:00 AM
Alcyone Lifesciences,1/1/10 12:00 AM,3/28/12 12:00 AM,1/15/14 12:00 AM
IP Ghoster,1/1/10 12:00 AM,3/28/12 12:00 AM,3/28/12 12:00 AM
Stylus Media,1/1/10 12:00 AM,3/26/12 12:00 AM,3/26/12 12:00 AM
NovaPlanner,1/1/10 12:00 AM,3/23/12 12:00 AM,3/23/12 12:00 AM
Disconnect,1/1/10 12:00 AM,3/22/12 12:00 AM,6/17/13 12:00 AM
YouGift,1/1/10 12:00 AM,3/22/12 12:00 AM,3/22/12 12:00 AM
Citymaps,1/1/10 12:00 AM,3/19/12 12:00 AM,7/31/15 12:00 AM
RoyalCactus,1/1/10 12:00 AM,3/19/12 12:00 AM,3/19/12 12:00 AM
Cardeas Pharma,1/1/10 12:00 AM,3/16/12 12:00 AM,4/10/15 12:00 AM
Adelphic,1/1/10 12:00 AM,3/13/12 12:00 AM,12/17/14 12:00 AM
InvestLab,1/1/10 12:00 AM,3/9/12 12:00 AM,3/9/12 12:00 AM
RegalBox,1/1/10 12:00 AM,3/9/12 12:00 AM,3/9/12 12:00 AM
LocalGuiding,1/1/10 12:00 AM,3/8/12 12:00 AM,3/8/12 12:00 AM
NewsiT,1/1/10 12:00 AM,3/8/12 12:00 AM,3/8/12 12:00 AM
Pick1,1/1/10 12:00 AM,3/8/12 12:00 AM,6/1/13 12:00 AM
Feastie,1/1/10 12:00 AM,3/7/12 12:00 AM,3/7/12 12:00 AM
The Smart Baker,1/1/10 12:00 AM,3/7/12 12:00 AM,3/7/12 12:00 AM
TIKI.VN,1/1/10 12:00 AM,3/3/12 12:00 AM,8/27/13 12:00 AM
Corceuticals,1/1/10 12:00 AM,3/2/12 12:00 AM,3/2/12 12:00 AM
ComputeNext,1/1/10 12:00 AM,3/1/12 12:00 AM,4/30/15 12:00 AM
Criterion Security,1/1/10 12:00 AM,3/1/12 12:00 AM,3/1/12 12:00 AM
"Falafel Games - Mezzabites Technologies Co., Ltd",1/1/10 12:00 AM,3/1/12 12:00 AM,3/1/12 12:00 AM
GlobeSherpa,1/1/10 12:00 AM,3/1/12 12:00 AM,6/30/15 12:00 AM
mphoria,1/1/10 12:00 AM,3/1/12 12:00 AM,7/25/13 12:00 AM
FTAPI Software GmbH,1/1/10 12:00 AM,2/29/12 12:00 AM,2/29/12 12:00 AM
Micro Interventional Devices,1/1/10 12:00 AM,2/29/12 12:00 AM,1/14/13 12:00 AM
Adfaces,1/1/10 12:00 AM,2/26/12 12:00 AM,2/26/12 12:00 AM
"Lumesis, Inc.",1/1/10 12:00 AM,2/22/12 12:00 AM,6/6/14 12:00 AM
ITSCAPE,1/1/10 12:00 AM,2/21/12 12:00 AM,2/21/12 12:00 AM
MakInnovations,1/1/10 12:00 AM,2/21/12 12:00 AM,2/21/12 12:00 AM
Sporcum.com,1/1/10 12:00 AM,2/21/12 12:00 AM,2/21/12 12:00 AM
Qubulus,1/1/10 12:00 AM,2/20/12 12:00 AM,2/20/12 12:00 AM
Mnemosyne Pharmaceuticals,1/1/10 12:00 AM,2/16/12 12:00 AM,6/21/13 12:00 AM
QuickPay,1/1/10 12:00 AM,2/16/12 12:00 AM,12/15/13 12:00 AM
Flipter,1/1/10 12:00 AM,2/15/12 12:00 AM,9/1/13 12:00 AM
SRCH2,1/1/10 12:00 AM,2/15/12 12:00 AM,8/30/13 12:00 AM
DoubleRecall,1/1/10 12:00 AM,2/13/12 12:00 AM,2/13/12 12:00 AM
FirstCry.com,1/1/10 12:00 AM,2/13/12 12:00 AM,4/8/15 12:00 AM
Shpock,1/1/10 12:00 AM,2/10/12 12:00 AM,2/10/12 12:00 AM
HPC Brasil,1/1/10 12:00 AM,2/9/12 12:00 AM,2/9/12 12:00 AM
Ongage,1/1/10 12:00 AM,2/9/12 12:00 AM,2/9/12 12:00 AM
Integrated Plasmonics,1/1/10 12:00 AM,2/7/12 12:00 AM,2/7/12 12:00 AM
Appoxee,1/1/10 12:00 AM,2/6/12 12:00 AM,9/1/13 12:00 AM
Hippocampus Learning Centres,1/1/10 12:00 AM,2/5/12 12:00 AM,7/2/14 12:00 AM
Auto22,1/1/10 12:00 AM,2/1/12 12:00 AM,2/1/12 12:00 AM
Energie Etiche,1/1/10 12:00 AM,2/1/12 12:00 AM,9/1/12 12:00 AM
Good Travel Software,1/1/10 12:00 AM,2/1/12 12:00 AM,2/1/12 12:00 AM
Homevv.com,1/1/10 12:00 AM,2/1/12 12:00 AM,2/1/12 12:00 AM
Merus Audio,1/1/10 12:00 AM,2/1/12 12:00 AM,2/1/12 12:00 AM
TradAir,1/1/10 12:00 AM,2/1/12 12:00 AM,1/12/15 12:00 AM
Mosoro,1/1/10 12:00 AM,1/31/12 12:00 AM,1/31/12 12:00 AM
Sumo Logic,1/1/10 12:00 AM,1/31/12 12:00 AM,6/1/15 12:00 AM
Resilient Systems (Formerly Co3 Systems),1/1/10 12:00 AM,1/30/12 12:00 AM,1/30/12 12:00 AM
MediaPass,1/1/10 12:00 AM,1/26/12 12:00 AM,3/28/12 12:00 AM
Endorse,1/1/10 12:00 AM,1/25/12 12:00 AM,1/25/12 12:00 AM
Talkray,1/1/10 12:00 AM,1/25/12 12:00 AM,9/23/14 12:00 AM
BuzzDoes,1/1/10 12:00 AM,1/23/12 12:00 AM,1/23/12 12:00 AM
Owl biomedical,1/1/10 12:00 AM,1/23/12 12:00 AM,1/23/12 12:00 AM
VTM,1/1/10 12:00 AM,1/23/12 12:00 AM,1/23/12 12:00 AM
UReserv,1/1/10 12:00 AM,1/20/12 12:00 AM,1/20/12 12:00 AM
Holganix,1/1/10 12:00 AM,1/19/12 12:00 AM,1/20/15 12:00 AM
Feebbo,1/1/10 12:00 AM,1/17/12 12:00 AM,11/27/12 12:00 AM
382 Communications,1/1/10 12:00 AM,1/13/12 12:00 AM,1/13/12 12:00 AM
CareFamily,1/1/10 12:00 AM,1/13/12 12:00 AM,10/2/13 12:00 AM
Image Insight,1/1/10 12:00 AM,1/12/12 12:00 AM,1/12/12 12:00 AM
Rowl,1/1/10 12:00 AM,1/12/12 12:00 AM,11/18/14 12:00 AM
Cearna,1/1/10 12:00 AM,1/11/12 12:00 AM,1/11/12 12:00 AM
WemoLab,1/1/10 12:00 AM,1/11/12 12:00 AM,7/18/14 12:00 AM
GroundMetrics,1/1/10 12:00 AM,1/10/12 12:00 AM,2/20/15 12:00 AM
Silverback Learning Solutions,1/1/10 12:00 AM,1/10/12 12:00 AM,5/6/15 12:00 AM
Cambridge Communication Systems,1/1/10 12:00 AM,1/8/12 12:00 AM,3/24/13 12:00 AM
NeighborMD,1/1/10 12:00 AM,1/6/12 12:00 AM,3/1/13 12:00 AM
Buyosphere,1/1/10 12:00 AM,1/5/12 12:00 AM,1/5/12 12:00 AM
Finomial,1/1/10 12:00 AM,1/5/12 12:00 AM,1/13/15 12:00 AM
Eved,1/1/10 12:00 AM,1/4/12 12:00 AM,1/31/13 12:00 AM
Texas Energy Network,1/1/10 12:00 AM,1/4/12 12:00 AM,3/18/14 12:00 AM
Soum,1/1/10 12:00 AM,1/3/12 12:00 AM,1/3/12 12:00 AM
SuccessTSM,1/1/10 12:00 AM,1/3/12 12:00 AM,1/3/12 12:00 AM
Victor,1/1/10 12:00 AM,1/3/12 12:00 AM,7/14/15 12:00 AM
Alloka,1/1/10 12:00 AM,1/1/12 12:00 AM,3/1/13 12:00 AM
ARTA Bioscience,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
avocadostore,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
Ayla Networks,1/1/10 12:00 AM,1/1/12 12:00 AM,4/30/14 12:00 AM
Brevity,1/1/10 12:00 AM,1/1/12 12:00 AM,6/12/13 12:00 AM
ChurchDesk,1/1/10 12:00 AM,1/1/12 12:00 AM,8/20/15 12:00 AM
CloudFactory,1/1/10 12:00 AM,1/1/12 12:00 AM,2/13/15 12:00 AM
CoverPage Publishing,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
Evento,1/1/10 12:00 AM,1/1/12 12:00 AM,9/1/12 12:00 AM
Funplus,1/1/10 12:00 AM,1/1/12 12:00 AM,3/18/14 12:00 AM
"HealthExpense, Inc.",1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/15 12:00 AM
LIVELENZ,1/1/10 12:00 AM,1/1/12 12:00 AM,2/1/14 12:00 AM
Mouth Foods,1/1/10 12:00 AM,1/1/12 12:00 AM,10/20/15 12:00 AM
NX Pharmagen,1/1/10 12:00 AM,1/1/12 12:00 AM,3/12/15 12:00 AM
OneRecruit,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
Power Content,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
P10 Finance S.L.,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
Real Food Real Kitchens,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
Sonar.me,1/1/10 12:00 AM,1/1/12 12:00 AM,2/16/13 12:00 AM
SphereUp,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
SuperLikers,1/1/10 12:00 AM,1/1/12 12:00 AM,11/1/13 12:00 AM
Taggstar,1/1/10 12:00 AM,1/1/12 12:00 AM,12/1/14 12:00 AM
Tenant Magic,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
uTaP,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
Vastrm,1/1/10 12:00 AM,1/1/12 12:00 AM,10/23/14 12:00 AM
Wishbone.org,1/1/10 12:00 AM,1/1/12 12:00 AM,1/1/12 12:00 AM
ChickRx,1/1/10 12:00 AM,12/30/11 12:00 AM,6/1/12 12:00 AM
Imperium Health Management,1/1/10 12:00 AM,12/30/11 12:00 AM,10/24/13 12:00 AM
WeSpeke,1/1/10 12:00 AM,12/30/11 12:00 AM,7/10/14 12:00 AM
Accendo Therapeutics,1/1/10 12:00 AM,12/29/11 12:00 AM,12/29/11 12:00 AM
Corinthian Ophthalmic,1/1/10 12:00 AM,12/29/11 12:00 AM,3/11/13 12:00 AM
New Zealand Free Classifieds,1/1/10 12:00 AM,12/29/11 12:00 AM,12/29/11 12:00 AM
Efizity,1/1/10 12:00 AM,12/28/11 12:00 AM,12/28/11 12:00 AM
Wheely,1/1/10 12:00 AM,12/28/11 12:00 AM,1/26/12 12:00 AM
Prime Genomics,1/1/10 12:00 AM,12/27/11 12:00 AM,1/14/14 12:00 AM
DriveFactor,1/1/10 12:00 AM,12/22/11 12:00 AM,8/16/13 12:00 AM
ivWatch,1/1/10 12:00 AM,12/22/11 12:00 AM,9/18/15 12:00 AM
Enerlyte,1/1/10 12:00 AM,12/20/11 12:00 AM,12/20/11 12:00 AM
Lellan,1/1/10 12:00 AM,12/18/11 12:00 AM,2/17/15 12:00 AM
RegioHelden,1/1/10 12:00 AM,12/15/11 12:00 AM,3/25/13 12:00 AM
Shopmium,1/1/10 12:00 AM,12/15/11 12:00 AM,6/3/13 12:00 AM
Bitzer Mobile,1/1/10 12:00 AM,12/13/11 12:00 AM,1/16/13 12:00 AM
Cuipo,1/1/10 12:00 AM,12/10/11 12:00 AM,12/10/11 12:00 AM
Razor Insights,1/1/10 12:00 AM,12/8/11 12:00 AM,12/8/11 12:00 AM
2nd Watch,1/1/10 12:00 AM,12/6/11 12:00 AM,10/14/14 12:00 AM
ShotClip,1/1/10 12:00 AM,12/6/11 12:00 AM,4/1/14 12:00 AM
Core Brewing & Distilling Co,1/1/10 12:00 AM,12/5/11 12:00 AM,12/5/11 12:00 AM
Kailos Genetics,1/1/10 12:00 AM,12/5/11 12:00 AM,12/5/11 12:00 AM
Nalari Health,1/1/10 12:00 AM,12/2/11 12:00 AM,12/2/11 12:00 AM
Senzari,1/1/10 12:00 AM,12/2/11 12:00 AM,6/1/14 12:00 AM
Curiosityville,1/1/10 12:00 AM,12/1/11 12:00 AM,9/20/13 12:00 AM
Powerhouse Biologics,1/1/10 12:00 AM,12/1/11 12:00 AM,12/1/11 12:00 AM
TravelTipz.ru,1/1/10 12:00 AM,12/1/11 12:00 AM,7/1/13 12:00 AM
Couplewise,1/1/10 12:00 AM,11/30/11 12:00 AM,11/30/11 12:00 AM
Freshdesk,1/1/10 12:00 AM,11/30/11 12:00 AM,4/20/15 12:00 AM
Graymatics,1/1/10 12:00 AM,11/30/11 12:00 AM,11/30/11 12:00 AM
LeagueApps,1/1/10 12:00 AM,11/30/11 12:00 AM,8/27/15 12:00 AM
Smashrun,1/1/10 12:00 AM,11/29/11 12:00 AM,11/29/11 12:00 AM
iThera Medical,1/1/10 12:00 AM,11/23/11 12:00 AM,11/23/11 12:00 AM
Core Stix,1/1/10 12:00 AM,11/22/11 12:00 AM,11/22/11 12:00 AM
Research for Good,1/1/10 12:00 AM,11/22/11 12:00 AM,11/22/11 12:00 AM
Paragon 28,1/1/10 12:00 AM,11/21/11 12:00 AM,11/21/11 12:00 AM
OralWise,1/1/10 12:00 AM,11/18/11 12:00 AM,11/18/11 12:00 AM
Exablox,1/1/10 12:00 AM,11/16/11 12:00 AM,5/18/15 12:00 AM
FanFueled,1/1/10 12:00 AM,11/15/11 12:00 AM,2/1/13 12:00 AM
InGrid Solutions,1/1/10 12:00 AM,11/15/11 12:00 AM,9/1/12 12:00 AM
Innovaspire,1/1/10 12:00 AM,11/15/11 12:00 AM,11/15/11 12:00 AM
Alchemia Oncology,1/1/10 12:00 AM,11/11/11 12:00 AM,12/23/11 12:00 AM
Chatham Therapeutics,1/1/10 12:00 AM,11/10/11 12:00 AM,11/10/11 12:00 AM
MineralTree,1/1/10 12:00 AM,11/9/11 12:00 AM,2/11/15 12:00 AM
Mingly,1/1/10 12:00 AM,11/9/11 12:00 AM,11/9/11 12:00 AM
BiteHunter,1/1/10 12:00 AM,11/8/11 12:00 AM,11/8/11 12:00 AM
Comprehend Systems,1/1/10 12:00 AM,11/8/11 12:00 AM,8/18/14 12:00 AM
Lulu,1/1/10 12:00 AM,11/8/11 12:00 AM,7/2/13 12:00 AM
AKSEL GROUP,1/1/10 12:00 AM,11/7/11 12:00 AM,11/7/11 12:00 AM
Rallyhood,1/1/10 12:00 AM,11/6/11 12:00 AM,7/8/13 12:00 AM
Pneuron,1/1/10 12:00 AM,11/4/11 12:00 AM,7/1/15 12:00 AM
PowerPlay Mobile,1/1/10 12:00 AM,11/4/11 12:00 AM,11/4/11 12:00 AM
Inversiones.com,1/1/10 12:00 AM,11/3/11 12:00 AM,11/3/11 12:00 AM
iVinci Health,1/1/10 12:00 AM,11/3/11 12:00 AM,9/15/14 12:00 AM
Mindshapes,1/1/10 12:00 AM,11/1/11 12:00 AM,5/29/12 12:00 AM
Sidecar,1/1/10 12:00 AM,11/1/11 12:00 AM,11/20/15 12:00 AM
wiseri,1/1/10 12:00 AM,11/1/11 12:00 AM,11/1/11 12:00 AM
Zaplox,1/1/10 12:00 AM,11/1/11 12:00 AM,8/13/14 12:00 AM
CASTT,1/1/10 12:00 AM,10/31/11 12:00 AM,10/31/11 12:00 AM
LSA Sports,1/1/10 12:00 AM,10/31/11 12:00 AM,10/31/11 12:00 AM
PanXchange,1/1/10 12:00 AM,10/31/11 12:00 AM,11/17/11 12:00 AM
AgileSwitch,1/1/10 12:00 AM,10/28/11 12:00 AM,3/23/15 12:00 AM
Atreaon,1/1/10 12:00 AM,10/27/11 12:00 AM,10/27/11 12:00 AM
Nimble TV,1/1/10 12:00 AM,10/27/11 12:00 AM,9/14/12 12:00 AM
Digital Health Dialog,1/1/10 12:00 AM,10/26/11 12:00 AM,10/26/11 12:00 AM
PHRQL,1/1/10 12:00 AM,10/26/11 12:00 AM,10/23/14 12:00 AM
Playchemy,1/1/10 12:00 AM,10/26/11 12:00 AM,10/26/11 12:00 AM
Lacrosse All Stars,1/1/10 12:00 AM,10/25/11 12:00 AM,3/15/13 12:00 AM
OneTwoSee,1/1/10 12:00 AM,10/24/11 12:00 AM,10/5/15 12:00 AM
Sanergy,1/1/10 12:00 AM,10/24/11 12:00 AM,6/1/14 12:00 AM
SmarTots,1/1/10 12:00 AM,10/24/11 12:00 AM,3/18/15 12:00 AM
SocMetrics,1/1/10 12:00 AM,10/24/11 12:00 AM,5/2/12 12:00 AM
bLife,1/1/10 12:00 AM,10/21/11 12:00 AM,10/21/11 12:00 AM
Firefly BioWorks,1/1/10 12:00 AM,10/21/11 12:00 AM,7/21/14 12:00 AM
Hadapt,1/1/10 12:00 AM,10/21/11 12:00 AM,11/8/12 12:00 AM
Atreca,1/1/10 12:00 AM,10/18/11 12:00 AM,11/4/15 12:00 AM
Secret Escapes,1/1/10 12:00 AM,10/18/11 12:00 AM,7/27/15 12:00 AM
Functional Neuromodulation,1/1/10 12:00 AM,10/17/11 12:00 AM,10/17/11 12:00 AM
Brightergy,1/1/10 12:00 AM,10/16/11 12:00 AM,8/1/13 12:00 AM
aioTV Inc.,1/1/10 12:00 AM,10/15/11 12:00 AM,11/19/12 12:00 AM
Pikhub,1/1/10 12:00 AM,10/15/11 12:00 AM,10/15/11 12:00 AM
EcoScraps,1/1/10 12:00 AM,10/14/11 12:00 AM,3/27/14 12:00 AM
10X10 Room,1/1/10 12:00 AM,10/12/11 12:00 AM,10/12/11 12:00 AM
SafePath Medical,1/1/10 12:00 AM,10/12/11 12:00 AM,7/13/15 12:00 AM
Cleave Biosciences,1/1/10 12:00 AM,10/11/11 12:00 AM,4/9/13 12:00 AM
QWiPS,1/1/10 12:00 AM,10/11/11 12:00 AM,10/11/11 12:00 AM
BluFrog Path Lab Solutions,1/1/10 12:00 AM,10/10/11 12:00 AM,10/10/11 12:00 AM
Memetales,1/1/10 12:00 AM,10/7/11 12:00 AM,10/7/11 12:00 AM
Enmotus,1/1/10 12:00 AM,10/5/11 12:00 AM,1/26/15 12:00 AM
RisparmioSuper,1/1/10 12:00 AM,10/3/11 12:00 AM,11/21/14 12:00 AM
Careerise,1/1/10 12:00 AM,10/1/11 12:00 AM,10/1/11 12:00 AM
DataVote,1/1/10 12:00 AM,10/1/11 12:00 AM,10/1/11 12:00 AM
HeyCrowd,1/1/10 12:00 AM,10/1/11 12:00 AM,12/15/11 12:00 AM
inSparq,1/1/10 12:00 AM,10/1/11 12:00 AM,10/1/14 12:00 AM
LendFriend,1/1/10 12:00 AM,10/1/11 12:00 AM,10/1/11 12:00 AM
Lenskart.com,1/1/10 12:00 AM,10/1/11 12:00 AM,1/2/15 12:00 AM
Main Street Hub,1/1/10 12:00 AM,10/1/11 12:00 AM,7/16/15 12:00 AM
Movellas,1/1/10 12:00 AM,10/1/11 12:00 AM,9/13/13 12:00 AM
Shoette,1/1/10 12:00 AM,10/1/11 12:00 AM,10/1/11 12:00 AM
SimpleReach,1/1/10 12:00 AM,10/1/11 12:00 AM,7/22/14 12:00 AM
Tiendeo,1/1/10 12:00 AM,10/1/11 12:00 AM,10/1/13 12:00 AM
WeissBeerger,1/1/10 12:00 AM,10/1/11 12:00 AM,6/1/15 12:00 AM
U2opia Mobile,1/1/10 12:00 AM,9/29/11 12:00 AM,10/30/14 12:00 AM
HomeSav,1/1/10 12:00 AM,9/27/11 12:00 AM,9/27/11 12:00 AM
Kinestral Technologies,1/1/10 12:00 AM,9/27/11 12:00 AM,2/26/14 12:00 AM
The Luxury Club,1/1/10 12:00 AM,9/26/11 12:00 AM,9/26/11 12:00 AM
Altermune Technologies,1/1/10 12:00 AM,9/22/11 12:00 AM,9/22/11 12:00 AM
FirstFuel Software,1/1/10 12:00 AM,9/22/11 12:00 AM,4/8/15 12:00 AM
Performa Sports,1/1/10 12:00 AM,9/21/11 12:00 AM,7/3/13 12:00 AM
Bobber Interactive Corporation,1/1/10 12:00 AM,9/20/11 12:00 AM,9/20/11 12:00 AM
