name,founded_at,first_funding_at,last_funding_at
honeygrow,1/1/12 12:00 AM,6/17/15 12:00 AM,6/17/15 12:00 AM
Hubbed,1/1/12 12:00 AM,6/17/15 12:00 AM,6/17/15 12:00 AM
Halo Smart Labs,1/1/12 12:00 AM,6/16/15 12:00 AM,6/16/15 12:00 AM
Dreamware,1/1/12 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
IndianRaga,1/1/12 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
Inspire Living,1/1/12 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
KleerMail,1/1/12 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
Stagelink,1/1/12 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
WINGIT,1/1/12 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
Beleza.Com,1/1/12 12:00 AM,6/11/15 12:00 AM,6/11/15 12:00 AM
theIRapp,1/1/12 12:00 AM,6/11/15 12:00 AM,6/11/15 12:00 AM
Vesselon,1/1/12 12:00 AM,6/11/15 12:00 AM,6/11/15 12:00 AM
Arcadia Data,1/1/12 12:00 AM,6/9/15 12:00 AM,6/9/15 12:00 AM
Zentera Systems,1/1/12 12:00 AM,6/4/15 12:00 AM,6/4/15 12:00 AM
Zetland,1/1/12 12:00 AM,6/4/15 12:00 AM,9/17/15 12:00 AM
Newgen Internet Networks,1/1/12 12:00 AM,6/1/15 12:00 AM,6/1/15 12:00 AM
"Outward, Inc.",1/1/12 12:00 AM,5/30/15 12:00 AM,5/30/15 12:00 AM
RedSocks,1/1/12 12:00 AM,5/28/15 12:00 AM,5/28/15 12:00 AM
Synapse Information,1/1/12 12:00 AM,5/27/15 12:00 AM,5/27/15 12:00 AM
TravelersBox,1/1/12 12:00 AM,5/26/15 12:00 AM,5/26/15 12:00 AM
Tsepak Technologies,1/1/12 12:00 AM,5/26/15 12:00 AM,5/26/15 12:00 AM
BrightSpec,1/1/12 12:00 AM,5/22/15 12:00 AM,5/22/15 12:00 AM
KeyView Labs,1/1/12 12:00 AM,5/22/15 12:00 AM,5/22/15 12:00 AM
ClarVista Medical,1/1/12 12:00 AM,5/20/15 12:00 AM,5/20/15 12:00 AM
Gather,1/1/12 12:00 AM,5/20/15 12:00 AM,5/20/15 12:00 AM
Iris PR Software,1/1/12 12:00 AM,5/20/15 12:00 AM,5/20/15 12:00 AM
Shelvspace,1/1/12 12:00 AM,5/19/15 12:00 AM,5/19/15 12:00 AM
Zaption,1/1/12 12:00 AM,5/19/15 12:00 AM,5/19/15 12:00 AM
Cheeki Brand,1/1/12 12:00 AM,5/15/15 12:00 AM,5/15/15 12:00 AM
Nayam Innovations,1/1/12 12:00 AM,5/14/15 12:00 AM,5/14/15 12:00 AM
NonProfitEasy,1/1/12 12:00 AM,5/14/15 12:00 AM,5/14/15 12:00 AM
Oncology Venture,1/1/12 12:00 AM,5/11/15 12:00 AM,5/11/15 12:00 AM
StrongDM,1/1/12 12:00 AM,5/11/15 12:00 AM,5/11/15 12:00 AM
ComplyGlobal,1/1/12 12:00 AM,5/6/15 12:00 AM,5/6/15 12:00 AM
FOEX GmbH,1/1/12 12:00 AM,5/6/15 12:00 AM,5/6/15 12:00 AM
KISI,1/1/12 12:00 AM,5/6/15 12:00 AM,5/6/15 12:00 AM
Quantico Energy Solutions,1/1/12 12:00 AM,5/6/15 12:00 AM,5/6/15 12:00 AM
Symbiomix Therapeutics,1/1/12 12:00 AM,5/6/15 12:00 AM,5/6/15 12:00 AM
For-Robin,1/1/12 12:00 AM,5/4/15 12:00 AM,5/4/15 12:00 AM
Storiant,1/1/12 12:00 AM,5/4/15 12:00 AM,5/4/15 12:00 AM
TradeLab,1/1/12 12:00 AM,5/3/15 12:00 AM,5/3/15 12:00 AM
DohJe,1/1/12 12:00 AM,5/1/15 12:00 AM,5/1/15 12:00 AM
Neuranet,1/1/12 12:00 AM,5/1/15 12:00 AM,5/1/15 12:00 AM
Smartlink Mobile,1/1/12 12:00 AM,5/1/15 12:00 AM,5/1/15 12:00 AM
GlamCorner,1/1/12 12:00 AM,4/30/15 12:00 AM,4/30/15 12:00 AM
Natural Machines,1/1/12 12:00 AM,4/30/15 12:00 AM,4/30/15 12:00 AM
Bobobobo,1/1/12 12:00 AM,4/29/15 12:00 AM,4/29/15 12:00 AM
PiQube,1/1/12 12:00 AM,4/29/15 12:00 AM,4/29/15 12:00 AM
CORDANT HEALTH SOLUTIONS,1/1/12 12:00 AM,4/28/15 12:00 AM,4/28/15 12:00 AM
L.E.S.S.,1/1/12 12:00 AM,4/28/15 12:00 AM,4/28/15 12:00 AM
Waveguide,1/1/12 12:00 AM,4/27/15 12:00 AM,4/27/15 12:00 AM
Ferris,1/1/12 12:00 AM,4/23/15 12:00 AM,4/23/15 12:00 AM
Happay,1/1/12 12:00 AM,4/23/15 12:00 AM,4/23/15 12:00 AM
Venyooz,1/1/12 12:00 AM,4/22/15 12:00 AM,4/22/15 12:00 AM
Grannus,1/1/12 12:00 AM,4/21/15 12:00 AM,4/21/15 12:00 AM
Marine Construction Technologies,1/1/12 12:00 AM,4/17/15 12:00 AM,4/17/15 12:00 AM
Zepteon,1/1/12 12:00 AM,4/16/15 12:00 AM,4/16/15 12:00 AM
Ninebot,1/1/12 12:00 AM,4/15/15 12:00 AM,9/17/15 12:00 AM
Bandura,1/1/12 12:00 AM,4/14/15 12:00 AM,4/14/15 12:00 AM
emotionsAR,1/1/12 12:00 AM,4/14/15 12:00 AM,4/14/15 12:00 AM
Otten Coffee,1/1/12 12:00 AM,4/14/15 12:00 AM,4/14/15 12:00 AM
Khorus,1/1/12 12:00 AM,4/13/15 12:00 AM,4/13/15 12:00 AM
Health-e-MedRecord,1/1/12 12:00 AM,4/10/15 12:00 AM,4/10/15 12:00 AM
INVENTIA SRL,1/1/12 12:00 AM,4/10/15 12:00 AM,4/10/15 12:00 AM
Indulge Beverages,1/1/12 12:00 AM,4/9/15 12:00 AM,4/9/15 12:00 AM
Seismos,1/1/12 12:00 AM,4/8/15 12:00 AM,4/8/15 12:00 AM
Admera,1/1/12 12:00 AM,4/7/15 12:00 AM,4/7/15 12:00 AM
Sonormed GmbH,1/1/12 12:00 AM,4/2/15 12:00 AM,4/2/15 12:00 AM
Tees.co.id,1/1/12 12:00 AM,4/2/15 12:00 AM,4/2/15 12:00 AM
TokenOne,1/1/12 12:00 AM,4/2/15 12:00 AM,4/2/15 12:00 AM
Wikipad,1/1/12 12:00 AM,4/2/15 12:00 AM,4/2/15 12:00 AM
Bigleaf Networks,1/1/12 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
Glass Media,1/1/12 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
Inprentus,1/1/12 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
Sensors.com,1/1/12 12:00 AM,3/31/15 12:00 AM,3/31/15 12:00 AM
LaunchPad Central,1/1/12 12:00 AM,3/30/15 12:00 AM,3/30/15 12:00 AM
PlayVox,1/1/12 12:00 AM,3/30/15 12:00 AM,3/30/15 12:00 AM
Ninox Medical,1/1/12 12:00 AM,3/29/15 12:00 AM,4/29/15 12:00 AM
American Born Moonshine,1/1/12 12:00 AM,3/28/15 12:00 AM,3/28/15 12:00 AM
Sinoze,1/1/12 12:00 AM,3/28/15 12:00 AM,3/28/15 12:00 AM
EnterpriseActivities,1/1/12 12:00 AM,3/27/15 12:00 AM,3/27/15 12:00 AM
Track,1/1/12 12:00 AM,3/27/15 12:00 AM,3/27/15 12:00 AM
Urjas,1/1/12 12:00 AM,3/27/15 12:00 AM,3/27/15 12:00 AM
700Bike,1/1/12 12:00 AM,3/26/15 12:00 AM,3/26/15 12:00 AM
ePoise,1/1/12 12:00 AM,3/26/15 12:00 AM,8/20/15 12:00 AM
Rhombus Energy Solutions,1/1/12 12:00 AM,3/25/15 12:00 AM,3/25/15 12:00 AM
Colego,1/1/12 12:00 AM,3/24/15 12:00 AM,6/1/15 12:00 AM
Dietox,1/1/12 12:00 AM,3/24/15 12:00 AM,3/24/15 12:00 AM
Improbable,1/1/12 12:00 AM,3/24/15 12:00 AM,3/24/15 12:00 AM
NBE-Therapeutics,1/1/12 12:00 AM,3/24/15 12:00 AM,3/24/15 12:00 AM
Schoolrunner,1/1/12 12:00 AM,3/23/15 12:00 AM,3/23/15 12:00 AM
I-Bankers Direct,1/1/12 12:00 AM,3/19/15 12:00 AM,3/19/15 12:00 AM
Consumable Science,1/1/12 12:00 AM,3/18/15 12:00 AM,3/18/15 12:00 AM
Freshly,1/1/12 12:00 AM,3/13/15 12:00 AM,7/15/15 12:00 AM
Oak Street Health,1/1/12 12:00 AM,3/11/15 12:00 AM,3/11/15 12:00 AM
Double Data,1/1/12 12:00 AM,3/10/15 12:00 AM,3/10/15 12:00 AM
AttachingIT,1/1/12 12:00 AM,3/9/15 12:00 AM,3/9/15 12:00 AM
CloudLaw (ZeekBeek),1/1/12 12:00 AM,3/9/15 12:00 AM,6/11/15 12:00 AM
DeltaX,1/1/12 12:00 AM,3/9/15 12:00 AM,3/9/15 12:00 AM
KidsCanGiveToo,1/1/12 12:00 AM,3/9/15 12:00 AM,3/9/15 12:00 AM
Socedo,1/1/12 12:00 AM,3/9/15 12:00 AM,3/9/15 12:00 AM
Artiphon,1/1/12 12:00 AM,3/5/15 12:00 AM,3/5/15 12:00 AM
Alation,1/1/12 12:00 AM,3/4/15 12:00 AM,3/4/15 12:00 AM
HistoWiz,1/1/12 12:00 AM,3/4/15 12:00 AM,3/4/15 12:00 AM
MindMaze,1/1/12 12:00 AM,3/4/15 12:00 AM,3/4/15 12:00 AM
Munch Ado,1/1/12 12:00 AM,3/4/15 12:00 AM,3/4/15 12:00 AM
Tactual Labs Co,1/1/12 12:00 AM,3/4/15 12:00 AM,3/4/15 12:00 AM
Influicity,1/1/12 12:00 AM,3/2/15 12:00 AM,3/2/15 12:00 AM
Ballooning Nest Eggs,1/1/12 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Better,1/1/12 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
CartSmart,1/1/12 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
FACEIT,1/1/12 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Zenreach,1/1/12 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Ardusat,1/1/12 12:00 AM,2/25/15 12:00 AM,3/9/15 12:00 AM
AppMachine,1/1/12 12:00 AM,2/24/15 12:00 AM,2/24/15 12:00 AM
MyShowcase,1/1/12 12:00 AM,2/24/15 12:00 AM,2/24/15 12:00 AM
Prexton Therapeutics,1/1/12 12:00 AM,2/24/15 12:00 AM,2/24/15 12:00 AM
DriverUp,1/1/12 12:00 AM,2/23/15 12:00 AM,9/24/15 12:00 AM
Intellimedix,1/1/12 12:00 AM,2/23/15 12:00 AM,2/23/15 12:00 AM
Paint Nite,1/1/12 12:00 AM,2/20/15 12:00 AM,2/20/15 12:00 AM
Hakka Labs,1/1/12 12:00 AM,2/19/15 12:00 AM,2/19/15 12:00 AM
NewCo,1/1/12 12:00 AM,2/18/15 12:00 AM,2/18/15 12:00 AM
Switch Automation,1/1/12 12:00 AM,2/10/15 12:00 AM,2/10/15 12:00 AM
Listen Current,1/1/12 12:00 AM,2/9/15 12:00 AM,2/9/15 12:00 AM
Parklet,1/1/12 12:00 AM,2/9/15 12:00 AM,2/9/15 12:00 AM
PPC Engine,1/1/12 12:00 AM,2/9/15 12:00 AM,2/9/15 12:00 AM
Sight Machine,1/1/12 12:00 AM,2/9/15 12:00 AM,2/9/15 12:00 AM
Vela Asia,1/1/12 12:00 AM,2/6/15 12:00 AM,2/6/15 12:00 AM
ARHT Media,1/1/12 12:00 AM,2/3/15 12:00 AM,2/3/15 12:00 AM
CorePhotonics,1/1/12 12:00 AM,2/2/15 12:00 AM,2/2/15 12:00 AM
Klikin,1/1/12 12:00 AM,2/2/15 12:00 AM,7/8/15 12:00 AM
TomboyX,1/1/12 12:00 AM,2/2/15 12:00 AM,2/2/15 12:00 AM
Zakipoint,1/1/12 12:00 AM,2/2/15 12:00 AM,2/2/15 12:00 AM
Alef Mobitech,1/1/12 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
BaziFIT,1/1/12 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
Education Modified,1/1/12 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
nousDECOR,1/1/12 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
Medyria,1/1/12 12:00 AM,1/30/15 12:00 AM,1/30/15 12:00 AM
NotaryCam,1/1/12 12:00 AM,1/30/15 12:00 AM,1/30/15 12:00 AM
Printvenue,1/1/12 12:00 AM,1/29/15 12:00 AM,1/29/15 12:00 AM
ParkX,1/1/12 12:00 AM,1/27/15 12:00 AM,1/27/15 12:00 AM
AGERpoint,1/1/12 12:00 AM,1/26/15 12:00 AM,5/6/15 12:00 AM
Osprey Informatics,1/1/12 12:00 AM,1/26/15 12:00 AM,6/9/15 12:00 AM
Zoomi,1/1/12 12:00 AM,1/26/15 12:00 AM,8/14/15 12:00 AM
United Medical Portal,1/1/12 12:00 AM,1/25/15 12:00 AM,1/25/15 12:00 AM
The Exchange Visionary Laboratories,1/1/12 12:00 AM,1/24/15 12:00 AM,1/24/15 12:00 AM
PlumPrint,1/1/12 12:00 AM,1/22/15 12:00 AM,1/22/15 12:00 AM
Kaptio,1/1/12 12:00 AM,1/21/15 12:00 AM,1/21/15 12:00 AM
Vivoom,1/1/12 12:00 AM,1/20/15 12:00 AM,8/28/15 12:00 AM
Ping Digital Network,1/1/12 12:00 AM,1/19/15 12:00 AM,1/19/15 12:00 AM
Plum Alley,1/1/12 12:00 AM,1/15/15 12:00 AM,1/15/15 12:00 AM
TruMed Systems,1/1/12 12:00 AM,1/14/15 12:00 AM,1/14/15 12:00 AM
10X Genomics,1/1/12 12:00 AM,1/12/15 12:00 AM,1/12/15 12:00 AM
Drink Daily Greens,1/1/12 12:00 AM,1/12/15 12:00 AM,1/12/15 12:00 AM
aLavadeira,1/1/12 12:00 AM,1/10/15 12:00 AM,10/2/15 12:00 AM
Home24,1/1/12 12:00 AM,1/10/15 12:00 AM,6/1/15 12:00 AM
American Prison Data Systems,1/1/12 12:00 AM,1/9/15 12:00 AM,5/14/15 12:00 AM
Iowa Approach,1/1/12 12:00 AM,1/9/15 12:00 AM,1/9/15 12:00 AM
Adminovate,1/1/12 12:00 AM,1/8/15 12:00 AM,1/8/15 12:00 AM
BB Custom Musical Instruments,1/1/12 12:00 AM,1/7/15 12:00 AM,1/7/15 12:00 AM
Smart Game Systems,1/1/12 12:00 AM,1/7/15 12:00 AM,1/7/15 12:00 AM
Eden Shield,1/1/12 12:00 AM,1/6/15 12:00 AM,1/6/15 12:00 AM
Gympik,1/1/12 12:00 AM,1/6/15 12:00 AM,1/6/15 12:00 AM
ThermiAesthetics,1/1/12 12:00 AM,1/6/15 12:00 AM,7/15/15 12:00 AM
ZippyApp,1/1/12 12:00 AM,1/6/15 12:00 AM,1/6/15 12:00 AM
NumberMall,1/1/12 12:00 AM,1/5/15 12:00 AM,1/5/15 12:00 AM
AdMobilize,1/1/12 12:00 AM,1/2/15 12:00 AM,1/2/15 12:00 AM
TINYhr,1/1/12 12:00 AM,1/2/15 12:00 AM,1/2/15 12:00 AM
Tutti Dynamics,1/1/12 12:00 AM,1/2/15 12:00 AM,1/2/15 12:00 AM
Cerkl,1/1/12 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
ShiftLabs,1/1/12 12:00 AM,12/31/14 12:00 AM,7/10/15 12:00 AM
Arch Aerial,1/1/12 12:00 AM,12/30/14 12:00 AM,12/30/14 12:00 AM
MeetonVC,1/1/12 12:00 AM,12/23/14 12:00 AM,12/23/14 12:00 AM
MacStadium,1/1/12 12:00 AM,12/22/14 12:00 AM,12/22/14 12:00 AM
Livspace,1/1/12 12:00 AM,12/17/14 12:00 AM,8/11/15 12:00 AM
AZ Tech Beat,1/1/12 12:00 AM,12/16/14 12:00 AM,12/16/14 12:00 AM
Luminat,1/1/12 12:00 AM,12/11/14 12:00 AM,12/11/14 12:00 AM
Dorsata,1/1/12 12:00 AM,12/10/14 12:00 AM,12/10/14 12:00 AM
Financial Diligence Networks,1/1/12 12:00 AM,12/10/14 12:00 AM,12/10/14 12:00 AM
"Predikto, Inc.",1/1/12 12:00 AM,12/10/14 12:00 AM,1/6/15 12:00 AM
Snapcar,1/1/12 12:00 AM,12/9/14 12:00 AM,12/9/14 12:00 AM
Innovative Cardiovascular Solutions,1/1/12 12:00 AM,12/8/14 12:00 AM,7/27/15 12:00 AM
RezNext,1/1/12 12:00 AM,12/8/14 12:00 AM,12/8/14 12:00 AM
Cartonomy,1/1/12 12:00 AM,12/5/14 12:00 AM,12/5/14 12:00 AM
Bizfunding511.com,1/1/12 12:00 AM,12/3/14 12:00 AM,12/3/14 12:00 AM
CANbridge Life Sciences,1/1/12 12:00 AM,12/2/14 12:00 AM,10/27/15 12:00 AM
Veniam,1/1/12 12:00 AM,12/2/14 12:00 AM,12/2/14 12:00 AM
DemocracyOS,1/1/12 12:00 AM,12/1/14 12:00 AM,1/25/15 12:00 AM
GearTranslations,1/1/12 12:00 AM,12/1/14 12:00 AM,6/2/15 12:00 AM
gener8tor,1/1/12 12:00 AM,12/1/14 12:00 AM,12/1/14 12:00 AM
SequoiaDB,1/1/12 12:00 AM,12/1/14 12:00 AM,12/1/14 12:00 AM
Creamfinance,1/1/12 12:00 AM,11/28/14 12:00 AM,11/28/14 12:00 AM
Futurestay,1/1/12 12:00 AM,11/26/14 12:00 AM,11/26/14 12:00 AM
RevAPM,1/1/12 12:00 AM,11/22/14 12:00 AM,11/22/14 12:00 AM
Conversions For Sale,1/1/12 12:00 AM,11/21/14 12:00 AM,11/21/14 12:00 AM
DecoSlide,1/1/12 12:00 AM,11/21/14 12:00 AM,11/21/14 12:00 AM
Remic,1/1/12 12:00 AM,11/21/14 12:00 AM,11/21/14 12:00 AM
Intelle Innovations,1/1/12 12:00 AM,11/20/14 12:00 AM,11/20/14 12:00 AM
ChartIQ,1/1/12 12:00 AM,11/18/14 12:00 AM,11/18/14 12:00 AM
SOCi,1/1/12 12:00 AM,11/17/14 12:00 AM,11/17/14 12:00 AM
Velano Vascular,1/1/12 12:00 AM,11/13/14 12:00 AM,2/5/15 12:00 AM
Peoplocity,1/1/12 12:00 AM,11/12/14 12:00 AM,11/12/14 12:00 AM
SunFunder,1/1/12 12:00 AM,11/12/14 12:00 AM,11/12/14 12:00 AM
Encycle Therapeutics,1/1/12 12:00 AM,11/11/14 12:00 AM,9/30/15 12:00 AM
WIDE IO,1/1/12 12:00 AM,11/11/14 12:00 AM,11/11/14 12:00 AM
Highspot,1/1/12 12:00 AM,11/7/14 12:00 AM,11/7/14 12:00 AM
Spirometrix,1/1/12 12:00 AM,11/7/14 12:00 AM,11/7/14 12:00 AM
PileGrowth Tech,1/1/12 12:00 AM,11/5/14 12:00 AM,11/5/14 12:00 AM
Tempered Networks,1/1/12 12:00 AM,11/3/14 12:00 AM,3/3/15 12:00 AM
Lingo Live,1/1/12 12:00 AM,11/2/14 12:00 AM,11/2/14 12:00 AM
Border City Media,1/1/12 12:00 AM,11/1/14 12:00 AM,11/1/14 12:00 AM
FlashFunders,1/1/12 12:00 AM,11/1/14 12:00 AM,11/1/14 12:00 AM
Meia Bandeirada,1/1/12 12:00 AM,11/1/14 12:00 AM,11/1/14 12:00 AM
Polyverse,1/1/12 12:00 AM,11/1/14 12:00 AM,7/8/15 12:00 AM
Everly,1/1/12 12:00 AM,10/31/14 12:00 AM,1/6/15 12:00 AM
Gruzopoisk,1/1/12 12:00 AM,10/31/14 12:00 AM,10/31/14 12:00 AM
Clean Chemistry,1/1/12 12:00 AM,10/29/14 12:00 AM,10/29/14 12:00 AM
HiLumz USA,1/1/12 12:00 AM,10/29/14 12:00 AM,10/29/14 12:00 AM
BigPanda,1/1/12 12:00 AM,10/28/14 12:00 AM,10/1/15 12:00 AM
Bioventus,1/1/12 12:00 AM,10/28/14 12:00 AM,10/28/14 12:00 AM
Prescient Surgical,1/1/12 12:00 AM,10/28/14 12:00 AM,10/28/14 12:00 AM
WowTables,1/1/12 12:00 AM,10/27/14 12:00 AM,10/27/14 12:00 AM
Jaanuu,1/1/12 12:00 AM,10/27/14 12:00 AM,10/27/14 12:00 AM
iDonate,1/1/12 12:00 AM,10/24/14 12:00 AM,10/24/14 12:00 AM
720Â°,1/1/12 12:00 AM,10/23/14 12:00 AM,10/23/14 12:00 AM
Snowflake Computing,1/1/12 12:00 AM,10/21/14 12:00 AM,6/23/15 12:00 AM
Yinker,1/1/12 12:00 AM,10/21/14 12:00 AM,10/21/14 12:00 AM
DisplayNote Technologies,1/1/12 12:00 AM,10/20/14 12:00 AM,10/20/14 12:00 AM
NEMUS Bioscience,1/1/12 12:00 AM,10/20/14 12:00 AM,8/20/15 12:00 AM
Veriflow Systems,1/1/12 12:00 AM,10/17/14 12:00 AM,10/17/14 12:00 AM
MassiveU,1/1/12 12:00 AM,10/15/14 12:00 AM,10/15/14 12:00 AM
Portal Instruments,1/1/12 12:00 AM,10/15/14 12:00 AM,10/20/15 12:00 AM
SWOL,1/1/12 12:00 AM,10/15/14 12:00 AM,10/15/14 12:00 AM
3D-4U,1/1/12 12:00 AM,10/14/14 12:00 AM,10/14/14 12:00 AM
Smartzer,1/1/12 12:00 AM,10/13/14 12:00 AM,10/13/14 12:00 AM
Frontiir,1/1/12 12:00 AM,10/11/14 12:00 AM,10/11/14 12:00 AM
Monsieur,1/1/12 12:00 AM,10/10/14 12:00 AM,10/10/14 12:00 AM
Spring Moves,1/1/12 12:00 AM,10/10/14 12:00 AM,3/12/15 12:00 AM
skylable,1/1/12 12:00 AM,10/9/14 12:00 AM,10/9/14 12:00 AM
Atopix Therapeutics,1/1/12 12:00 AM,10/8/14 12:00 AM,7/3/15 12:00 AM
Kesios Therapeutics,1/1/12 12:00 AM,10/8/14 12:00 AM,12/2/15 12:00 AM
Kidoodle,1/1/12 12:00 AM,10/8/14 12:00 AM,4/30/15 12:00 AM
Lifelogger,1/1/12 12:00 AM,10/8/14 12:00 AM,5/19/15 12:00 AM
Levicept,1/1/12 12:00 AM,10/7/14 12:00 AM,10/8/14 12:00 AM
Ember Technologies,1/1/12 12:00 AM,10/6/14 12:00 AM,8/1/15 12:00 AM
Fishtree Inc,1/1/12 12:00 AM,10/3/14 12:00 AM,10/3/14 12:00 AM
MediaTrove,1/1/12 12:00 AM,10/3/14 12:00 AM,10/3/14 12:00 AM
OnCore Biopharma,1/1/12 12:00 AM,10/3/14 12:00 AM,10/3/14 12:00 AM
Physitrack,1/1/12 12:00 AM,10/3/14 12:00 AM,6/15/15 12:00 AM
Giga Entertainment Media,1/1/12 12:00 AM,10/2/14 12:00 AM,5/1/15 12:00 AM
MedAware,1/1/12 12:00 AM,10/2/14 12:00 AM,10/2/14 12:00 AM
Almanapp,1/1/12 12:00 AM,10/1/14 12:00 AM,10/1/14 12:00 AM
Brain+,1/1/12 12:00 AM,10/1/14 12:00 AM,10/1/14 12:00 AM
TheStylisted,1/1/12 12:00 AM,10/1/14 12:00 AM,10/1/14 12:00 AM
Spor Chargers,1/1/12 12:00 AM,9/29/14 12:00 AM,9/29/14 12:00 AM
Clay.io,1/1/12 12:00 AM,9/26/14 12:00 AM,9/26/14 12:00 AM
powervault,1/1/12 12:00 AM,9/25/14 12:00 AM,6/23/15 12:00 AM
Modbook,1/1/12 12:00 AM,9/16/14 12:00 AM,9/16/14 12:00 AM
MyLabYogi.com,1/1/12 12:00 AM,9/16/14 12:00 AM,9/16/14 12:00 AM
GUST,1/1/12 12:00 AM,9/15/14 12:00 AM,9/15/14 12:00 AM
Scholar Rock,1/1/12 12:00 AM,9/15/14 12:00 AM,9/15/14 12:00 AM
"Adaptive Medias, Inc.",1/1/12 12:00 AM,9/12/14 12:00 AM,5/5/15 12:00 AM
Four Eyes,1/1/12 12:00 AM,9/12/14 12:00 AM,9/12/14 12:00 AM
Peaberry Software,1/1/12 12:00 AM,9/12/14 12:00 AM,9/12/14 12:00 AM
Innobuddy,1/1/12 12:00 AM,9/11/14 12:00 AM,9/11/14 12:00 AM
365 Data Centers,1/1/12 12:00 AM,9/10/14 12:00 AM,9/10/14 12:00 AM
Chelaile,1/1/12 12:00 AM,9/10/14 12:00 AM,6/3/15 12:00 AM
Cosmopolit Home,1/1/12 12:00 AM,9/10/14 12:00 AM,9/10/14 12:00 AM
Plantbid,1/1/12 12:00 AM,9/10/14 12:00 AM,8/18/15 12:00 AM
Retellity,1/1/12 12:00 AM,9/9/14 12:00 AM,9/9/14 12:00 AM
Sparo Labs,1/1/12 12:00 AM,9/8/14 12:00 AM,9/8/14 12:00 AM
CelluFuel,1/1/12 12:00 AM,9/3/14 12:00 AM,9/3/14 12:00 AM
D'Shane Services,1/1/12 12:00 AM,9/3/14 12:00 AM,9/3/14 12:00 AM
ipCreate,1/1/12 12:00 AM,9/3/14 12:00 AM,10/8/15 12:00 AM
Mountain Machine Games,1/1/12 12:00 AM,9/3/14 12:00 AM,9/3/14 12:00 AM
P & T,1/1/12 12:00 AM,9/3/14 12:00 AM,9/3/14 12:00 AM
Core2 Group,1/1/12 12:00 AM,9/2/14 12:00 AM,9/2/14 12:00 AM
Dairyvative Technologies,1/1/12 12:00 AM,9/2/14 12:00 AM,9/2/14 12:00 AM
Cubeit,1/1/12 12:00 AM,9/2/14 12:00 AM,9/2/14 12:00 AM
SyndicateRoom,1/1/12 12:00 AM,9/2/14 12:00 AM,4/30/15 12:00 AM
Appointedd,1/1/12 12:00 AM,9/1/14 12:00 AM,9/1/14 12:00 AM
COPRIX media,1/1/12 12:00 AM,9/1/14 12:00 AM,11/1/14 12:00 AM
Loopool,1/1/12 12:00 AM,9/1/14 12:00 AM,9/1/14 12:00 AM
Roominate,1/1/12 12:00 AM,9/1/14 12:00 AM,9/15/15 12:00 AM
Rotor,1/1/12 12:00 AM,9/1/14 12:00 AM,9/1/14 12:00 AM
Starteed,1/1/12 12:00 AM,9/1/14 12:00 AM,9/1/14 12:00 AM
Williamsburg Garment Company,1/1/12 12:00 AM,8/30/14 12:00 AM,8/30/14 12:00 AM
Arnica,1/1/12 12:00 AM,8/29/14 12:00 AM,8/29/14 12:00 AM
Exaget,1/1/12 12:00 AM,8/29/14 12:00 AM,2/3/15 12:00 AM
MyDoc,1/1/12 12:00 AM,8/29/14 12:00 AM,8/29/14 12:00 AM
Roadmap,1/1/12 12:00 AM,8/28/14 12:00 AM,8/28/14 12:00 AM
Modus3D,1/1/12 12:00 AM,8/28/14 12:00 AM,8/28/14 12:00 AM
Renovagen,1/1/12 12:00 AM,8/28/14 12:00 AM,8/28/14 12:00 AM
SmartCare system,1/1/12 12:00 AM,8/28/14 12:00 AM,8/28/14 12:00 AM
Allakos,1/1/12 12:00 AM,8/27/14 12:00 AM,3/25/15 12:00 AM
App Press,1/1/12 12:00 AM,8/27/14 12:00 AM,6/13/15 12:00 AM
Cityscape Residential,1/1/12 12:00 AM,8/26/14 12:00 AM,8/26/14 12:00 AM
WigWag,1/1/12 12:00 AM,8/26/14 12:00 AM,8/26/14 12:00 AM
Samsara,1/1/12 12:00 AM,8/25/14 12:00 AM,8/25/14 12:00 AM
UClass,1/1/12 12:00 AM,8/25/14 12:00 AM,8/25/14 12:00 AM
Bodhi Health Education,1/1/12 12:00 AM,8/23/14 12:00 AM,8/23/14 12:00 AM
MeeDoc,1/1/12 12:00 AM,8/21/14 12:00 AM,4/29/15 12:00 AM
